Date,Open,High,Low,Close,Volume,Symbol,ma_7,ma_30,pct_change
2025-12-01,278.01,283.42,276.14,283.1,4.658772E7,AAPL,281.8857203892299,277.31333414713544,0.0
2025-12-02,283.0,287.4,282.6301,286.19,5.3669532E7,AAPL,282.93429129464283,277.80333455403644,1.09
2025-12-02,283.0,287.4,282.6301,286.19,5.3669532E7,AAPL,283.9828622000558,278.2933349609375,0.0
2025-12-02,283.0,287.4,282.6301,286.19,5.3669532E7,AAPL,284.4242902483259,278.78333536783856,0.0
2025-12-02,283.0,287.4,282.6301,286.19,5.3669532E7,AAPL,284.86571829659596,279.27333577473956,0.0
2025-12-02,283.0,287.4,282.6301,286.19,5.3669532E7,AAPL,285.30714634486606,279.7633361816406,0.0
2025-12-03,286.2,288.62,283.3,284.15,4.3538688E7,AAPL,285.4571446010045,280.0376688639323,-0.71
2025-12-03,286.2,288.62,283.3,284.15,4.3538688E7,AAPL,285.60714285714283,280.31200154622394,0.0
2025-12-03,286.2,288.62,283.3,284.15,4.3538688E7,AAPL,285.31571306501115,280.5863342285156,0.0
2025-12-03,286.2,288.62,283.3,284.15,4.3538688E7,AAPL,285.0242832728795,280.8606669108073,0.0
2025-12-03,286.2,288.62,283.3,284.15,4.3538688E7,AAPL,284.7328534807478,281.13499959309894,0.0
2025-12-04,284.095,284.73,278.59,280.7,4.3989056E7,AAPL,283.94856916155135,281.25933329264325,-1.21
2025-12-04,284.095,284.73,278.59,280.7,4.3989056E7,AAPL,283.1642848423549,281.3836669921875,0.0
2025-12-04,284.095,284.73,278.59,280.7,4.3989056E7,AAPL,282.6714303152902,281.50800069173175,0.0
2025-12-04,284.095,284.73,278.59,280.7,4.3989056E7,AAPL,282.17857578822543,281.63233439127606,0.0
2025-12-04,284.095,284.73,278.59,280.7,4.3989056E7,AAPL,281.6857212611607,281.7566680908203,0.0
2025-12-05,280.54,281.14,278.05,278.78,4.7265844E7,AAPL,280.9185791015625,281.79766845703125,-0.68
2025-12-05,280.54,281.14,278.05,278.78,4.7265844E7,AAPL,280.1514369419643,281.8386688232422,0.0
2025-12-05,280.54,281.14,278.05,278.78,4.7265844E7,AAPL,279.8771493094308,281.8796691894531,0.0
2025-12-05,280.54,281.14,278.05,278.78,4.7265844E7,AAPL,279.6028616768973,281.92066955566406,0.0
2025-12-05,280.54,281.14,278.05,278.78,4.7265844E7,AAPL,279.32857404436385,281.961669921875,0.0
2025-12-08,278.13,279.6693,276.15,277.89,3.6406316E7,AAPL,278.9271458217076,281.92967020670574,-0.32
2025-12-08,278.13,279.6693,276.15,277.89,3.6406316E7,AAPL,278.52571759905135,281.8976704915365,0.0
2025-12-08,278.13,279.6693,276.15,277.89,3.6406316E7,AAPL,278.39857700892856,281.8656707763672,0.0
2025-12-08,278.13,279.6693,276.15,277.89,3.6406316E7,AAPL,278.2714364188058,281.8336710611979,0.0
2025-12-08,278.13,279.6693,276.15,277.89,3.6406316E7,AAPL,278.144295828683,281.8016713460286,0.0
2025-12-09,278.16,280.03,276.92,277.18,3.175341E7,AAPL,277.9157235281808,281.6043375651042,-0.26
2025-12-09,278.16,280.03,276.92,277.18,3.175341E7,AAPL,277.68715122767856,281.40700378417966,0.0
2025-12-09,278.16,280.03,276.92,277.18,3.175341E7,AAPL,277.5857195172991,281.2096700032552,0.0
2025-12-09,278.16,280.03,276.92,277.18,3.175341E7,AAPL,277.48428780691967,281.0123362223307,0.0
2025-12-09,278.16,280.03,276.92,277.18,3.175341E7,AAPL,277.3828560965402,280.81500244140625,0.0
2025-12-10,277.75,279.75,276.44,278.78,3.3038318E7,AAPL,277.50999668666293,280.56800231933596,0.58
2025-12-10,277.75,279.75,276.44,278.78,3.3038318E7,AAPL,277.6371372767857,280.3210021972656,0.0
2025-12-10,277.75,279.75,276.44,278.78,3.3038318E7,AAPL,277.86570957728793,280.0740020751953,0.0
2025-12-10,277.75,279.75,276.44,278.78,3.3038318E7,AAPL,278.0942818777902,279.827001953125,0.0
2025-12-10,277.75,279.75,276.44,278.78,3.3038318E7,AAPL,278.3228541782924,279.5800018310547,0.0
2025-12-11,279.095,279.59,273.81,278.03,3.3247986E7,AAPL,278.4442836216518,279.3760019938151,-0.27
2025-12-11,279.095,279.59,273.81,278.03,3.3247986E7,AAPL,278.56571306501115,279.1720021565755,0.0
2025-12-11,279.095,279.59,273.81,278.03,3.3247986E7,AAPL,278.4585702078683,278.96800231933594,0.0
2025-12-11,279.095,279.59,273.81,278.03,3.3247986E7,AAPL,278.35142735072543,278.7640024820964,0.0
2025-12-11,279.095,279.59,273.81,278.03,3.3247986E7,AAPL,278.2442844935826,278.56000264485675,0.0
2025-12-12,277.9,279.22,276.82,278.28,3.9532888E7,AAPL,278.17285592215404,278.479335530599,0.09
2025-12-12,277.9,279.22,276.82,278.28,3.9532888E7,AAPL,278.10142735072543,278.39866841634114,0.0
2025-12-12,277.9,279.22,276.82,278.28,3.9532888E7,AAPL,278.1371416364397,278.31800130208336,0.0
2025-12-12,277.9,279.22,276.82,278.28,3.9532888E7,AAPL,278.17285592215404,278.2373341878255,0.0
2025-12-12,277.9,279.22,276.82,278.28,3.9532888E7,AAPL,278.2085702078683,278.1566670735677,0.0
2025-12-15,280.15,280.15,272.84,274.11,5.040908E7,AAPL,277.6485682896205,278.0009999593099,-1.5
2025-12-15,280.15,280.15,272.84,274.11,5.040908E7,AAPL,277.0885663713728,277.8453328450521,0.0
2025-12-15,280.15,280.15,272.84,274.11,5.040908E7,AAPL,276.4928501674107,277.6896657307943,0.0
2025-12-15,280.15,280.15,272.84,274.11,5.040908E7,AAPL,275.89713396344865,277.53399861653645,0.0
2025-12-15,280.15,280.15,272.84,274.11,5.040908E7,AAPL,275.3014177594866,277.3783315022786,0.0
2025-12-16,272.82,275.5,271.79,274.61,3.7648628E7,AAPL,274.7771301269531,277.2689971923828,0.18
2025-12-16,272.82,275.5,271.79,274.61,3.7648628E7,AAPL,274.25284249441967,277.159662882487,0.0
2025-12-16,272.82,275.5,271.79,274.61,3.7648628E7,AAPL,274.3242710658482,277.0503285725911,0.0
2025-12-16,272.82,275.5,271.79,274.61,3.7648628E7,AAPL,274.3956996372768,276.9409942626953,0.0
2025-12-16,272.82,275.5,271.79,274.61,3.7648628E7,AAPL,274.46712820870533,276.8316599527995,0.0
2025-12-17,275.01,276.16,271.64,271.84,5.0138744E7,AAPL,274.1428440638951,276.6536600748698,-1.01
2025-12-17,275.01,276.16,271.64,271.84,5.0138744E7,AAPL,273.8185599190848,276.4756601969401,0.0
2025-12-17,275.01,276.16,271.64,271.84,5.0138744E7,AAPL,273.42284720284596,276.2976603190104,0.0
2025-12-17,275.01,276.16,271.64,271.84,5.0138744E7,AAPL,273.02713448660717,276.1196604410807,0.0
2025-12-17,275.01,276.16,271.64,271.84,5.0138744E7,AAPL,272.6314217703683,275.94166056315106,0.0
2025-12-18,273.605,273.63,266.95,272.19,5.163072E7,AAPL,272.2857099260603,275.7219940185547,0.13
2025-12-18,273.605,273.63,266.95,272.19,5.163072E7,AAPL,271.9399980817522,275.50232747395836,0.0
2025-12-18,273.605,273.63,266.95,272.19,5.163072E7,AAPL,271.989998953683,275.28266092936195,0.0
2025-12-18,273.605,273.63,266.95,272.19,5.163072E7,AAPL,272.03999982561385,275.0629943847656,0.0
2025-12-18,273.605,273.63,266.95,272.19,5.163072E7,AAPL,272.09000069754467,274.84332784016925,0.0
2025-12-19,272.145,274.6,269.9,273.67,1.44632048E8,AAPL,272.3514317103795,274.6979949951172,0.54
2025-12-19,272.145,274.6,269.9,273.67,1.44632048E8,AAPL,272.6128627232143,274.5526621500651,0.0
2025-12-19,272.145,274.6,269.9,273.67,1.44632048E8,AAPL,272.8242928641183,274.40732930501304,0.0
2025-12-19,272.145,274.6,269.9,273.67,1.44632048E8,AAPL,273.0357230050223,274.2619964599609,0.0
2025-12-19,272.145,274.6,269.9,273.67,1.44632048E8,AAPL,273.24715314592635,274.1166636149089,0.0
2025-12-22,272.86,273.88,270.505,270.97,3.6571828E7,AAPL,273.0728672572545,273.8729970296224,-0.99
2025-12-22,272.86,273.88,270.505,270.97,3.6571828E7,AAPL,272.8985813685826,273.62933044433595,0.0
2025-12-22,272.86,273.88,270.505,270.97,3.6571828E7,AAPL,272.5128653390067,273.3856638590495,0.0
2025-12-22,272.86,273.88,270.505,270.97,3.6571828E7,AAPL,272.1271493094308,273.141997273763,0.0
2025-12-22,272.86,273.88,270.505,270.97,3.6571828E7,AAPL,271.7414332798549,272.89833068847656,0.0
2025-12-23,270.84,272.5,269.56,272.36,2.9642E7,AAPL,271.55428641183033,272.8399973551432,0.51
2025-12-23,270.84,272.5,269.56,272.36,2.9642E7,AAPL,271.3671395438058,272.7816640218099,0.0
2025-12-23,270.84,272.5,269.56,272.36,2.9642E7,AAPL,271.56570870535717,272.72333068847655,0.0
2025-12-23,270.84,272.5,269.56,272.36,2.9642E7,AAPL,271.76427786690846,272.6649973551432,0.0
2025-12-23,270.84,272.5,269.56,272.36,2.9642E7,AAPL,271.9628470284598,272.6066640218099,0.0
2025-12-24,272.34,275.43,272.195,273.81,1.7910574E7,AAPL,272.3685607910156,272.5799977620443,0.53
2025-12-24,272.34,275.43,272.195,273.81,1.7910574E7,AAPL,272.77427455357144,272.55333150227864,0.0
2025-12-24,272.34,275.43,272.195,273.81,1.7910574E7,AAPL,272.9814191545759,272.52666524251305,0.0
2025-12-24,272.34,275.43,272.195,273.81,1.7910574E7,AAPL,273.18856375558033,272.4999989827474,0.0
2025-12-24,272.34,275.43,272.195,273.81,1.7910574E7,AAPL,273.3957083565848,272.47333272298175,0.0
